ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NoPaidPerc,RiesgoPagAtrazo
7634,800,0.7287777634630502,21490,48,8,8,7470,6,23,Rent,High School,Married,27,0.28583694,Riesgo medio
7635,574,0.8463919586903907,120376,81,4,3,10166,12,28,Own,Bachelor,Single,19,0.33509824,Riesgo alto
7636,483,0.0025838131030306,97073,74,5,4,14197,1,29,Mortgage,Masters,Widowed,21,0.18919517,Riesgo bajo
7637,353,0.4040547105380956,137636,22,5,15,8561,1,23,Mortgage,Masters,Single,10,0.16782984,Riesgo bajo
7638,668,0.9388628098919996,148394,41,8,14,2441,2,9,Mortgage,Masters,Divorced,5,0.17987676,Riesgo bajo
7639,776,0.4749750277422515,39489,86,5,12,8046,0,9,Rent,Masters,Divorced,28,0.19909325,Sin riesgo
7640,511,0.975325331046143,131047,68,8,7,13314,4,17,Rent,High School,Widowed,11,0.19919953,Riesgo bajo
7641,397,0.9697647578615098,174853,64,8,7,1399,7,2,Mortgage,High School,Divorced,25,0.24484698,Riesgo medio
7642,633,0.7382527415959904,105179,83,9,17,1394,2,12,Mortgage,Masters,Married,6,0.24713106,Riesgo bajo
7643,800,0.2113462224166099,98770,46,0,10,6857,5,15,Rent,PhD,Widowed,14,0.0,Riesgo medio
7644,737,0.7310783598247079,161045,47,9,7,15946,3,7,Own,High School,Married,14,0.21583839,Riesgo bajo
7645,331,0.4735256134633784,99413,39,2,1,12883,15,27,Mortgage,Masters,Widowed,13,0.22075957,Riesgo muy alto
7646,761,0.9726286644937674,118999,77,3,6,18939,7,13,Rent,Masters,Single,21,0.23079596,Riesgo medio
7647,413,0.1426295145493697,55348,89,5,18,7704,0,28,Rent,Bachelor,Single,9,0.21848312,Sin riesgo
7648,679,0.2087033700701105,84026,84,9,5,8039,4,21,Own,PhD,Single,22,0.2639474,Riesgo bajo
7649,585,0.7330990610424929,80414,18,7,9,12493,12,18,Mortgage,Bachelor,Single,1,0.20051025,Riesgo alto
7650,304,0.5691998334937746,174555,83,8,18,19671,15,3,Own,High School,Divorced,2,0.24845083,Riesgo muy alto
7651,723,0.5625163825089411,75141,47,3,8,17530,2,12,Mortgage,PhD,Single,27,0.23543577,Riesgo bajo
7652,401,0.3588024650445991,111973,51,1,5,1073,2,14,Mortgage,PhD,Single,4,0.20987514,Riesgo bajo
7653,407,0.6746310501501694,142880,51,9,14,7833,14,7,Rent,PhD,Divorced,22,0.2395629,Riesgo alto
7654,401,0.2931509868131163,136472,68,7,8,4651,17,7,Own,PhD,Married,28,0.29635334,Riesgo muy alto
7655,537,0.6214252056755164,127376,42,9,15,3985,5,21,Rent,High School,Widowed,14,0.16661571,Riesgo medio
7656,790,0.6708003136889998,122369,46,6,3,3836,12,15,Own,Masters,Single,18,0.22493035,Riesgo alto
7657,542,0.9379571368353908,34852,44,3,13,8963,15,12,Rent,Bachelor,Married,2,0.28344682,Riesgo muy alto
7658,547,0.1976107537891255,30006,41,7,5,13143,10,23,Rent,Masters,Married,0,0.18739247,Riesgo medio
7659,444,0.3770833483032254,88661,46,1,0,5079,1,23,Mortgage,Masters,Divorced,2,0.20909852,Riesgo bajo
7660,373,0.8853926622193475,122870,38,4,11,18612,15,7,Mortgage,High School,Widowed,26,0.23526813,Riesgo muy alto
7661,638,0.2670534001862941,90795,76,5,9,9827,17,17,Mortgage,Bachelor,Married,16,0.30217132,Riesgo muy alto
7662,556,0.6706908454037719,65792,53,5,18,16312,15,27,Own,Bachelor,Married,11,0.33014217,Riesgo muy alto
7663,475,0.8895214065003373,123924,54,3,13,4906,16,9,Mortgage,PhD,Married,20,0.2595206,Riesgo muy alto
7664,848,0.0724932982530293,47401,45,7,2,8136,18,10,Mortgage,Masters,Widowed,8,0.0,Riesgo muy alto
7665,433,0.2455060188611002,116757,58,6,5,9614,13,2,Mortgage,High School,Single,5,0.18507299,Riesgo alto
7666,313,0.5296409076076771,103337,87,6,8,12581,14,17,Mortgage,Masters,Divorced,20,0.24737331,Riesgo alto
7667,607,0.6737341173611378,62427,21,3,9,8113,17,5,Mortgage,Bachelor,Divorced,22,0.24188355,Riesgo muy alto
7668,499,0.6181331729671177,95556,77,4,17,4319,7,3,Rent,High School,Married,25,0.24707198,Riesgo medio
7669,515,0.2840591546971386,154973,60,1,2,8542,9,10,Mortgage,Bachelor,Married,27,0.29990652,Riesgo medio
7670,672,0.8552241684180063,100852,75,4,7,1210,7,3,Rent,PhD,Widowed,16,0.0,Riesgo medio
7671,754,0.1936409784640712,66485,21,2,6,12042,1,23,Rent,High School,Divorced,23,0.21549828,Riesgo bajo
7672,328,0.0095424046831977,77993,89,5,17,8987,12,13,Mortgage,Masters,Divorced,0,0.20870115,Riesgo alto
7673,710,0.4632433377532828,196073,78,3,7,14485,10,16,Own,Bachelor,Married,19,0.33176997,Riesgo medio
7674,609,0.9669531484437188,147512,45,1,15,9208,11,27,Rent,Masters,Divorced,27,0.30474252,Riesgo alto
7675,674,0.4432605617506826,34859,76,2,2,3080,10,29,Own,PhD,Widowed,23,0.27042738,Riesgo medio
7676,788,0.722445197172934,80683,21,8,19,2737,19,9,Mortgage,Bachelor,Divorced,12,0.24140966,Riesgo muy alto
7677,417,0.9300562621152736,115495,20,8,0,4929,7,22,Mortgage,Bachelor,Married,19,0.22743624,Riesgo medio
7678,472,0.7000872882073916,134569,24,4,7,17416,3,1,Rent,Masters,Married,1,0.0,Riesgo bajo
7679,454,0.2495004855903414,83720,23,4,7,3369,3,15,Rent,Masters,Divorced,7,0.17873028,Riesgo bajo
7680,727,0.0143058730193326,144841,19,0,13,3348,12,6,Rent,PhD,Single,12,0.19567634,Riesgo alto
7681,660,0.7791967071880015,31730,33,0,3,9964,2,4,Mortgage,High School,Widowed,21,0.16615975,Riesgo bajo
7682,313,0.916607019396292,196949,72,3,10,17679,10,22,Mortgage,High School,Married,4,0.2725021,Riesgo medio
7683,816,0.1144363793139366,165115,57,0,8,4047,12,12,Own,PhD,Divorced,10,0.27216592,Riesgo alto
7684,653,0.8440875465017831,157147,62,6,19,9754,2,16,Rent,PhD,Widowed,26,0.2188989,Riesgo bajo
7685,665,0.7885097716864915,115538,82,3,9,7991,9,25,Mortgage,High School,Widowed,21,0.2292164,Riesgo medio
7686,380,0.5901280433228634,179408,35,3,13,17146,14,2,Own,High School,Married,25,0.28482503,Riesgo alto
7687,468,0.6520978698460086,171203,36,5,4,11231,15,22,Rent,Masters,Married,17,0.23044781,Riesgo muy alto
7688,631,0.8705807869503656,70827,65,7,12,12437,3,20,Rent,High School,Widowed,23,0.20430705,Riesgo bajo
7689,672,0.3102039448267873,105589,44,7,13,2683,7,29,Mortgage,Bachelor,Single,19,0.2553869,Riesgo medio
7690,469,0.2064230244732984,68022,64,6,7,11000,4,6,Rent,PhD,Widowed,21,0.0,Riesgo bajo
7691,425,0.5270038436861575,51508,80,0,10,17044,14,13,Own,PhD,Widowed,11,0.23747481,Riesgo alto
7692,415,0.3504998454332716,99948,35,1,19,7586,17,17,Mortgage,High School,Widowed,12,0.19339333,Riesgo muy alto
7693,375,0.0851677591494777,74578,85,8,18,19544,18,4,Own,Masters,Widowed,18,0.17448455,Riesgo muy alto
7694,328,0.4224943543393012,57548,84,1,14,8070,2,16,Own,PhD,Married,28,0.31186193,Riesgo bajo
7695,365,0.1633247939060784,53998,70,1,18,11947,8,8,Own,Bachelor,Divorced,13,0.2585598,Riesgo medio
7696,811,0.7989078615324706,23090,73,7,1,3004,4,6,Rent,Bachelor,Single,3,0.21228723,Riesgo bajo
7697,638,0.8328138848042129,181869,83,8,18,7961,10,18,Rent,High School,Single,22,0.27598774,Riesgo medio
7698,383,0.1422645255188085,69915,41,7,4,15746,7,8,Mortgage,PhD,Widowed,0,0.0,Riesgo medio
7699,847,0.8018222213566017,144402,36,3,18,1782,18,10,Rent,Masters,Single,9,0.22807309,Riesgo muy alto
7700,763,0.1270568158481752,25483,79,2,14,14145,12,12,Mortgage,PhD,Widowed,15,0.17045248,Riesgo alto
7701,766,0.2778420000735311,98904,33,8,3,3266,18,0,Own,Bachelor,Single,19,0.21519047,Riesgo muy alto
7702,844,0.1619260229648415,150813,36,7,2,15113,17,4,Own,High School,Divorced,26,0.19683297,Riesgo muy alto
7703,832,0.7625076571890845,152190,89,6,15,1620,7,13,Mortgage,Masters,Widowed,11,0.1986555,Riesgo medio
7704,455,0.1913500158940194,36791,21,1,13,19446,0,29,Mortgage,High School,Married,12,0.20576032,Sin riesgo
7705,590,0.8295587165369772,44063,84,9,18,14909,3,5,Rent,Masters,Divorced,3,0.19582568,Riesgo bajo
7706,806,0.2146924113497529,62577,46,4,14,15691,6,0,Mortgage,High School,Married,11,0.22156492,Riesgo medio
7707,318,0.1120547477303093,199115,53,5,19,16915,15,22,Mortgage,Bachelor,Widowed,3,0.20633522,Riesgo muy alto
7708,380,0.5999642114925184,110906,40,7,1,4008,14,24,Mortgage,Bachelor,Single,28,0.25349244,Riesgo alto
7709,849,0.3702099617898358,36469,77,8,11,8304,18,19,Own,High School,Widowed,5,0.16928372,Riesgo muy alto
7710,667,0.8168098685221895,99817,59,5,17,10652,5,16,Mortgage,PhD,Widowed,0,0.19145238,Riesgo medio
7711,367,0.808436772686726,44755,70,1,8,7794,15,28,Own,Bachelor,Widowed,17,0.2862875,Riesgo muy alto
7712,420,0.4187390604445079,112488,18,3,3,16651,16,27,Rent,High School,Divorced,15,0.2228686,Riesgo muy alto
7713,670,0.5842192775043594,56358,42,3,3,8645,6,17,Own,High School,Widowed,17,0.19741075,Riesgo medio
7714,624,0.4987613904132821,121684,29,2,9,5506,9,1,Rent,PhD,Divorced,19,0.24867204,Riesgo medio
7715,417,0.1146070604489475,102488,60,2,6,5839,19,19,Rent,Masters,Divorced,28,0.23660272,Riesgo muy alto
7716,763,0.0153310557126228,129792,74,1,16,15340,4,20,Mortgage,PhD,Divorced,11,0.2217188,Riesgo bajo
7717,738,0.7344297530700582,133847,34,8,0,8614,4,20,Own,High School,Single,18,0.22380833,Riesgo bajo
7718,381,0.6661520506355615,143096,51,8,11,17453,8,22,Rent,PhD,Single,12,0.24596451,Riesgo medio
7719,648,0.8016177010516116,190697,49,9,12,1038,3,11,Own,High School,Divorced,17,0.23999035,Riesgo bajo
7720,560,0.4083902306212847,91981,41,6,9,1004,0,8,Own,Bachelor,Widowed,13,0.19484568,Sin riesgo
7721,636,0.1789220670567051,152411,29,5,11,9920,10,18,Rent,Bachelor,Single,9,0.20825489,Riesgo medio
7722,460,0.8338635116321873,134312,77,2,1,18159,14,10,Own,High School,Married,28,0.30175623,Riesgo alto
7723,792,0.4944884260335508,87858,82,5,15,7952,14,14,Own,Bachelor,Single,11,0.27656487,Riesgo alto
7724,627,0.0197500973815516,73861,47,1,16,3036,3,17,Rent,High School,Widowed,23,0.0,Riesgo bajo
7725,729,0.7748681052619516,188826,26,1,4,14351,19,10,Rent,PhD,Married,20,0.24850668,Riesgo muy alto
7726,414,0.5163743976339328,32338,69,5,4,3640,17,16,Own,PhD,Widowed,4,0.24622288,Riesgo muy alto
7727,565,0.7665457708081097,134092,24,0,16,3313,14,10,Rent,Bachelor,Widowed,1,0.24471205,Riesgo alto
7728,766,0.5748074543741288,82317,87,9,7,3437,4,13,Own,High School,Widowed,19,0.17264779,Riesgo bajo
7729,500,0.7160715776424381,95355,21,1,8,15583,17,29,Own,Masters,Single,22,0.2599185,Riesgo muy alto
7730,387,0.8736022523456914,104162,88,6,18,12260,5,21,Mortgage,Bachelor,Divorced,15,0.31377944,Riesgo medio
7731,416,0.3567136040336258,90973,43,4,7,7165,17,14,Mortgage,High School,Married,21,0.20981272,Riesgo muy alto
7732,452,0.7769886852334618,65178,70,1,13,1860,17,3,Own,Bachelor,Married,11,0.32095653,Riesgo muy alto
7733,387,0.3277721307651585,29820,50,4,14,5496,4,5,Mortgage,Bachelor,Divorced,20,0.246469,Riesgo bajo
7734,734,0.2359216054383643,59643,33,5,13,7570,6,19,Rent,Bachelor,Widowed,29,0.17064032,Riesgo medio
7735,845,0.0764956985659474,81438,89,8,15,8738,17,7,Rent,Bachelor,Married,22,0.26484886,Riesgo muy alto
7736,326,0.8078716469447879,169352,18,7,13,2827,9,1,Mortgage,Masters,Divorced,27,0.18166995,Riesgo medio
7737,607,0.1883569178239997,111764,67,3,7,5613,9,18,Own,High School,Single,28,0.2253796,Riesgo medio
7738,455,0.0877455698699687,182219,19,9,1,4978,4,19,Rent,PhD,Single,22,0.2017096,Riesgo bajo
7739,375,0.3461146614955198,62765,49,6,5,9148,0,4,Mortgage,PhD,Single,23,0.19420655,Sin riesgo
7740,444,0.6522440158478325,118595,34,4,10,7638,0,2,Mortgage,Masters,Married,18,0.165718,Sin riesgo
7741,646,0.0148233262625796,31321,73,9,9,17518,6,1,Own,PhD,Divorced,15,0.22414905,Riesgo medio
7742,386,0.8490773497776128,103179,37,3,12,7926,6,3,Rent,Bachelor,Widowed,9,0.20883082,Riesgo medio
7743,493,0.7626998505001515,197151,36,6,10,2556,0,15,Own,Bachelor,Widowed,13,0.23316683,Sin riesgo
7744,695,0.9570913823342286,141995,38,7,14,4311,11,4,Rent,Bachelor,Widowed,11,0.19109856,Riesgo alto
7745,642,0.5102219333180634,33837,58,0,0,17857,19,29,Mortgage,Masters,Widowed,12,0.23996973,Riesgo muy alto
7746,456,0.0440737230192556,79165,18,1,11,16266,7,5,Mortgage,High School,Divorced,8,0.18371451,Riesgo medio
7747,329,0.187746350790072,124786,31,3,12,13419,7,18,Rent,Bachelor,Widowed,25,0.17558576,Riesgo medio
7748,633,0.2040251352167497,82870,30,6,1,8448,11,25,Mortgage,Masters,Married,5,0.18947838,Riesgo alto
7749,323,0.8679405818266794,155761,37,2,5,13268,7,20,Own,Masters,Divorced,9,0.2371093,Riesgo medio
7750,312,0.4974718194232913,62496,18,8,8,4147,5,18,Own,Bachelor,Divorced,15,0.257284,Riesgo medio
7751,600,0.2693066473804436,93576,61,3,10,12739,19,16,Own,Masters,Single,4,0.26159242,Riesgo muy alto
7752,818,0.6490881791682234,75540,80,9,4,1901,3,7,Mortgage,PhD,Married,5,0.23611939,Riesgo bajo
7753,807,0.9667475581508896,197382,76,1,2,19454,6,20,Own,High School,Widowed,4,0.20778881,Riesgo medio
7754,834,0.451984549446935,167872,40,7,5,18144,19,28,Rent,Bachelor,Widowed,19,0.19130602,Riesgo muy alto
7755,633,0.7793941633375183,160059,80,2,3,11228,17,22,Mortgage,Masters,Single,3,0.2824295,Riesgo muy alto
7756,526,0.6301902140467577,166615,75,5,12,9384,14,13,Own,High School,Divorced,9,0.25091183,Riesgo alto
7757,693,0.6332891395236154,186474,70,6,19,3727,5,27,Own,Masters,Married,17,0.33851144,Riesgo medio
7758,594,0.3205864943454268,180445,73,1,2,13019,14,1,Mortgage,High School,Divorced,27,0.21587683,Riesgo alto
7759,668,0.8630218101762986,39076,24,0,11,9931,15,26,Mortgage,Bachelor,Widowed,3,0.22903141,Riesgo muy alto
7760,770,0.0248008431585238,119058,76,7,1,6124,16,9,Rent,PhD,Divorced,7,0.23779145,Riesgo muy alto
7761,788,0.5658117642728749,143914,54,6,14,4385,0,14,Mortgage,PhD,Single,15,0.21264037,Sin riesgo
7762,848,0.0643622620659406,111581,75,3,17,2400,17,9,Rent,Masters,Widowed,1,0.0,Riesgo muy alto
7763,474,0.1654042644126996,61226,60,8,4,17813,8,25,Rent,Bachelor,Single,12,0.23029387,Riesgo medio
7764,685,0.6910472684732173,199249,82,8,2,12951,5,9,Mortgage,Masters,Divorced,0,0.0,Riesgo medio
7765,728,0.0897382547083733,169452,47,4,3,19478,10,13,Rent,Bachelor,Married,15,0.24273792,Riesgo medio
7766,731,0.1522370556538922,178763,67,8,19,8879,5,9,Own,Bachelor,Widowed,13,0.17888714,Riesgo medio
7767,431,0.1884942892284205,72950,81,1,4,11811,18,11,Own,High School,Single,8,0.24281274,Riesgo muy alto
7768,816,0.0285226094881848,143554,39,6,16,10828,8,22,Own,PhD,Married,20,0.28138706,Riesgo medio
7769,591,0.5639780978080163,59199,21,3,5,10128,1,20,Rent,Masters,Widowed,1,0.0,Riesgo bajo
7770,839,0.8182247988911096,30490,68,5,10,2405,2,28,Own,Bachelor,Widowed,19,0.28125906,Riesgo bajo
7771,775,0.2238296673724048,104383,58,6,11,17522,7,4,Own,High School,Divorced,1,0.19254531,Riesgo medio
7772,553,0.7773821045211412,123008,30,3,6,19519,16,1,Own,High School,Married,3,0.2282444,Riesgo muy alto
7773,316,0.7090539353988196,171042,54,2,6,13984,12,0,Rent,PhD,Widowed,25,0.1932051,Riesgo alto
7774,399,0.6047839729217185,122208,37,8,11,10985,4,25,Rent,High School,Widowed,16,0.19034939,Riesgo bajo
7775,786,0.3839382553855728,148123,23,5,5,9539,3,15,Own,Bachelor,Single,3,0.18486403,Riesgo bajo
7776,788,0.0383804170048113,129982,32,3,19,10246,14,1,Rent,PhD,Divorced,18,0.21367306,Riesgo alto
7777,623,0.134399910515243,68171,47,7,9,11700,3,27,Own,PhD,Single,6,0.22890037,Riesgo bajo
7778,541,0.1439424335782496,58289,33,8,5,7344,12,0,Mortgage,PhD,Married,15,0.2191607,Riesgo alto
7779,784,0.8487329361024156,46508,29,1,15,13765,3,20,Mortgage,High School,Single,7,0.26130974,Riesgo bajo
7780,479,0.4910238713363626,110372,55,7,17,14060,9,12,Own,Masters,Widowed,4,0.16464028,Riesgo medio
7781,518,0.9150387827801348,162188,54,3,13,3242,3,10,Rent,Bachelor,Married,13,0.274383,Riesgo bajo
7782,647,0.0168899349135145,64264,20,6,9,6954,4,28,Own,Bachelor,Single,19,0.19679773,Riesgo bajo
7783,358,0.4242205003345708,160753,89,8,9,15058,0,28,Rent,High School,Married,25,0.24481836,Sin riesgo
7784,587,0.8510596627963593,41250,83,0,4,18127,3,21,Own,High School,Widowed,21,0.24281225,Riesgo bajo
7785,523,0.3725512851303263,21396,28,6,0,2787,2,21,Mortgage,Masters,Single,3,0.15748176,Riesgo bajo
7786,430,0.237937319667031,43707,18,7,15,3950,11,5,Rent,PhD,Single,1,0.23084581,Riesgo alto
7787,800,0.5331519706935987,49022,69,1,1,7800,13,23,Own,PhD,Single,4,0.28852224,Riesgo alto
7788,514,0.4726340802409269,92994,58,2,16,18604,14,9,Own,PhD,Married,9,0.28899893,Riesgo alto
7789,728,0.303170281404104,121614,88,1,0,5191,10,25,Mortgage,Bachelor,Married,11,0.3120817,Riesgo medio
7790,385,0.8752698904024194,40180,75,2,12,11211,4,22,Rent,Bachelor,Divorced,20,0.29361412,Riesgo bajo
7791,660,0.8614731881491717,193289,20,1,11,7493,9,4,Mortgage,PhD,Divorced,7,0.19654088,Riesgo medio
7792,460,0.3064985702380373,51325,65,4,3,5714,12,18,Mortgage,PhD,Married,20,0.26856107,Riesgo alto
7793,614,0.8657063995200803,45291,88,4,16,17872,4,26,Mortgage,Masters,Divorced,23,0.27908692,Riesgo bajo
7794,771,0.0629557509421933,35275,36,3,1,10263,1,2,Mortgage,PhD,Single,5,0.1994042,Riesgo bajo
7795,661,0.2315234493574359,45200,76,5,0,14929,3,2,Mortgage,Masters,Widowed,17,0.0,Riesgo bajo
7796,783,0.5806753460226829,60690,30,4,2,1799,8,29,Own,Masters,Divorced,9,0.29265112,Riesgo medio
7797,669,0.7149304657070964,110206,56,5,10,19383,15,18,Rent,PhD,Widowed,12,0.19206013,Riesgo muy alto
7798,720,0.1090201200810976,75231,22,8,7,7489,0,7,Own,Bachelor,Married,13,0.25786763,Sin riesgo
7799,379,0.1524350728059234,118565,77,3,8,19883,2,22,Mortgage,Masters,Married,10,0.24570887,Riesgo bajo
7800,489,0.3664929452383778,134206,89,4,19,15686,18,15,Mortgage,Masters,Widowed,5,0.21812573,Riesgo muy alto
7801,728,0.2099555917326208,174711,22,9,16,8107,12,19,Mortgage,Masters,Widowed,20,0.0,Riesgo alto
7802,732,0.5118498078802902,115861,38,3,7,5383,9,13,Rent,Masters,Divorced,15,0.22333436,Riesgo medio
7803,739,0.040805631293069,145245,88,2,15,6657,5,6,Own,High School,Married,17,0.20505325,Riesgo medio
7804,340,0.2433380696428372,149785,44,4,7,7295,5,8,Rent,High School,Divorced,28,0.22517753,Riesgo medio
7805,833,0.9231110688998376,121253,34,0,8,15376,13,0,Mortgage,High School,Single,20,0.24757102,Riesgo alto
7806,808,0.7899547242122019,79228,79,5,15,15417,13,28,Own,PhD,Divorced,3,0.3030028,Riesgo alto
7807,749,0.4519516207319192,92510,59,4,5,8743,9,20,Own,Masters,Single,14,0.24355224,Riesgo medio
7808,519,0.8840754637559155,24300,26,6,7,12088,4,16,Rent,Bachelor,Divorced,8,0.24235757,Riesgo bajo
7809,349,0.7417568379567134,189546,81,1,0,13938,15,9,Mortgage,High School,Divorced,6,0.23207036,Riesgo muy alto
7810,349,0.950693226322313,144511,40,5,4,17945,4,14,Own,Masters,Married,25,0.24255417,Riesgo bajo
7811,582,0.083695512240066,68191,81,4,0,18461,7,11,Own,Bachelor,Married,6,0.2831396,Riesgo medio
7812,485,0.6413307558490127,37652,82,5,1,14136,2,24,Rent,Masters,Single,26,0.25089446,Riesgo bajo
7813,758,0.8980962438247722,109030,27,1,17,11458,4,7,Mortgage,Masters,Married,12,0.20607464,Riesgo bajo
7814,734,0.182393826264906,111025,58,0,18,10764,5,9,Own,Masters,Widowed,7,0.1609129,Riesgo medio
7815,661,0.7295238453277092,168126,28,7,15,5486,1,29,Own,PhD,Married,4,0.29658294,Riesgo bajo
7816,776,0.8166756543109147,53796,84,0,1,17260,5,10,Rent,Masters,Widowed,5,0.15797067,Riesgo medio
7817,661,0.2938905035523645,122197,41,3,2,12603,9,12,Mortgage,PhD,Divorced,10,0.20977221,Riesgo medio
7818,723,0.1630604876716117,33959,64,4,14,3364,9,14,Mortgage,Masters,Divorced,16,0.25353867,Riesgo medio
7819,499,0.289634541241945,21965,70,2,18,10763,0,0,Rent,Bachelor,Widowed,0,0.15468724,Sin riesgo
7820,753,0.5198634122915916,90554,48,4,7,18552,16,14,Own,High School,Widowed,24,0.20294979,Riesgo muy alto
7821,775,0.6271108141477618,118138,31,0,19,3993,6,17,Mortgage,High School,Divorced,3,0.25172493,Riesgo medio
7822,331,0.2356450138664344,156380,35,9,6,2223,15,4,Own,Bachelor,Married,18,0.25284442,Riesgo muy alto
7823,728,0.5856639141688075,122892,51,3,2,18438,4,22,Mortgage,Bachelor,Widowed,28,0.22151999,Riesgo bajo
7824,486,0.2490950996416084,92536,34,6,1,19209,18,22,Rent,Bachelor,Divorced,28,0.24855503,Riesgo muy alto
7825,473,0.1551455774381582,161284,26,6,14,7821,15,23,Own,High School,Married,6,0.20686272,Riesgo muy alto
7826,559,0.0781466361250925,171455,35,6,11,18140,15,5,Rent,Bachelor,Divorced,24,0.20846389,Riesgo muy alto
7827,482,0.1284085701968716,106387,88,9,12,12088,15,27,Mortgage,Bachelor,Single,4,0.25307983,Riesgo muy alto
7828,597,0.6863736989462811,113932,37,0,18,17798,3,8,Rent,High School,Widowed,29,0.19425628,Riesgo bajo
7829,405,0.3067080185804202,97345,78,9,12,2238,1,29,Own,Bachelor,Single,22,0.2777098,Riesgo bajo
7830,412,0.70635741399537,79698,53,4,17,2108,7,13,Mortgage,High School,Divorced,24,0.25656003,Riesgo medio
7831,346,0.7323067055449292,74064,89,8,5,7682,5,28,Own,High School,Widowed,15,0.22979805,Riesgo medio
7832,836,0.231873602744781,151831,30,9,10,14435,3,24,Own,Masters,Divorced,16,0.18701951,Riesgo bajo
7833,496,0.3731830461527614,148166,40,0,19,15131,15,21,Rent,Masters,Divorced,23,0.22958039,Riesgo muy alto
7834,699,0.5685331442885287,32793,57,1,3,16641,19,7,Own,PhD,Single,10,0.28748855,Riesgo muy alto
7835,793,0.5233913527564913,36173,46,8,6,8272,13,6,Own,Masters,Single,2,0.20685875,Riesgo alto
7836,801,0.642965751718831,29617,75,7,18,17932,15,14,Rent,Bachelor,Divorced,26,0.24772853,Riesgo muy alto
7837,382,0.9663633089610012,151598,77,3,11,9140,12,19,Rent,Bachelor,Divorced,13,0.30416465,Riesgo alto
7838,545,0.9108780408735362,34743,62,5,13,9500,3,24,Rent,PhD,Widowed,29,0.23734842,Riesgo bajo
7839,343,0.8068796223537169,102254,23,1,12,7087,10,13,Own,PhD,Divorced,10,0.2706485,Riesgo medio
7840,448,0.624533186665685,77368,19,4,0,4116,12,23,Mortgage,Masters,Divorced,12,0.19308516,Riesgo alto
7841,505,0.5548379237276094,124914,61,5,9,6631,6,26,Own,Masters,Divorced,12,0.28271478,Riesgo medio
7842,374,0.3036986981527724,113236,25,8,15,2525,10,17,Mortgage,High School,Divorced,29,0.20731997,Riesgo medio
7843,754,0.8659125483153306,118851,82,7,9,16098,2,22,Own,Bachelor,Divorced,14,0.31677336,Riesgo bajo
7844,605,0.8420838148646859,25606,41,6,7,8531,9,23,Own,Masters,Divorced,19,0.27846047,Riesgo medio
7845,399,0.8334359371352852,142491,19,4,11,15843,16,11,Mortgage,Masters,Divorced,0,0.18463117,Riesgo muy alto
7846,730,0.097417557498701,59796,27,3,14,16804,12,10,Own,Bachelor,Single,15,0.20541917,Riesgo alto
7847,805,0.9115020012886076,186724,67,5,7,4973,17,4,Mortgage,Bachelor,Married,2,0.24767584,Riesgo muy alto
7848,365,0.4307342179852726,143644,23,5,2,13798,12,0,Own,PhD,Single,11,0.19130896,Riesgo alto
7849,550,0.0055608909819045,188027,29,9,10,16805,5,1,Rent,Masters,Widowed,20,0.0,Riesgo medio
7850,670,0.0031613966401814,92409,38,5,12,3227,16,16,Mortgage,Bachelor,Married,24,0.26405483,Riesgo muy alto
7851,798,0.668466994211512,197204,68,3,11,12625,19,27,Mortgage,PhD,Single,13,0.23092967,Riesgo muy alto
7852,487,0.7379160882447493,151298,81,1,17,12969,14,29,Own,Masters,Widowed,9,0.282011,Riesgo alto
7853,591,0.3081695508789753,79143,38,0,6,14397,7,18,Mortgage,Masters,Married,28,0.24041475,Riesgo medio
7854,546,0.6249259812777659,69023,46,5,6,18514,18,26,Own,Bachelor,Single,26,0.28012183,Riesgo muy alto
7855,830,0.033751232686757,160818,57,2,9,15941,5,27,Mortgage,PhD,Married,28,0.28279695,Riesgo medio
7856,330,0.7679426371239287,132076,80,8,12,13334,14,9,Mortgage,Masters,Widowed,29,0.22507972,Riesgo alto
7857,719,0.7998914808379074,139723,55,1,5,12257,9,12,Own,PhD,Widowed,20,0.22522527,Riesgo medio
7858,802,0.2604393465146348,169386,27,3,19,18400,18,1,Mortgage,Bachelor,Single,12,0.20973882,Riesgo muy alto
7859,624,0.6627794615500326,84819,64,5,16,19642,2,21,Own,Masters,Married,8,0.26510334,Riesgo bajo
7860,369,0.3229747318040665,197959,18,9,8,7292,4,9,Mortgage,High School,Divorced,13,0.16788454,Riesgo bajo
7861,541,0.8420497765929192,170318,59,8,12,2707,7,5,Own,PhD,Widowed,17,0.20461977,Riesgo medio
7862,840,0.5995879204570658,79744,74,9,8,4931,10,18,Own,Bachelor,Divorced,16,0.30682498,Riesgo medio
7863,436,0.8923642312269646,168045,35,4,11,7581,12,17,Mortgage,Bachelor,Married,27,0.31200626,Riesgo alto
7864,309,0.7383492720333694,127275,48,6,16,13147,14,23,Rent,PhD,Single,13,0.2588847,Riesgo alto
7865,474,0.195966931802565,143228,72,6,12,19514,11,8,Mortgage,Bachelor,Single,19,0.2488354,Riesgo alto
7866,697,0.1884171807921345,197328,80,4,14,11520,12,15,Mortgage,High School,Married,11,0.23164135,Riesgo alto
